========= Job started  at Wed Mar 25 11:16:22 CET 2026 ==========
My jobid: 4586711
My array id: 1
cuequivariance or cuequivariance_torch is not available. Cuequivariance acceleration will be disabled.
['Ni', 'Cu', 'Rh', 'Ir', 'Pd', 'Pt', 'Au', 'Ag']
CHGNet v0.3.0 initialized with 412,525 parameters
CHGNet will run on cuda
      Step     Time          Energy          fmax
BFGS:   24 11:16:39     -370.367340        0.164787
BFGS:   25 11:16:39     -370.380737        0.156504
BFGS:   26 11:16:39     -370.391327        0.148890
BFGS:   27 11:16:39     -370.405823        0.161991
BFGS:   28 11:16:39     -370.423096        0.204627
BFGS:   29 11:16:40     -370.439972        0.181836
BFGS:   30 11:16:40     -370.453979        0.137731
BFGS:   31 11:16:40     -370.468658        0.154120
BFGS:   32 11:16:40     -370.486786        0.181327
BFGS:   33 11:16:40     -370.510834        0.185149
BFGS:   34 11:16:40     -370.531616        0.197084
BFGS:   35 11:16:40     -370.551300        0.233206
BFGS:   36 11:16:40     -370.575989        0.281883
BFGS:   37 11:16:40     -370.609192        0.335609
BFGS:   38 11:16:40     -370.645294        0.321034
BFGS:   39 11:16:40     -370.677704        0.227026
BFGS:   40 11:16:40     -370.700012        0.194900
BFGS:   41 11:16:41     -370.726288        0.204358
BFGS:   42 11:16:41     -370.759521        0.231836
BFGS:   43 11:16:41     -370.798370        0.314787
BFGS:   44 11:16:41     -370.825470        0.302158
BFGS:   45 11:16:41     -370.847229        0.231429
BFGS:   46 11:16:41     -370.871307        0.205756
BFGS:   47 11:16:41     -370.895905        0.232338
BFGS:   48 11:16:41     -370.916107        0.205108
BFGS:   49 11:16:41     -370.929291        0.144749
BFGS:   50 11:16:41     -370.939636        0.123686
BFGS:   51 11:16:41     -370.948853        0.122366
BFGS:   52 11:16:41     -370.956451        0.091729
BFGS:   53 11:16:42     -370.960083        0.057388
BFGS:   54 11:16:42     -370.961975        0.057914
BFGS:   55 11:16:42     -370.964050        0.053952
BFGS:   56 11:16:42     -370.966095        0.053355
BFGS:   57 11:16:42     -370.967468        0.046743
      Step     Time          Energy          fmax
BFGS:    0 11:16:42     -374.414368        2.316766
BFGS:    1 11:16:42     -375.583069        2.279101
BFGS:    2 11:16:42     -380.875671        1.875464
BFGS:    3 11:16:42     -381.607025        3.537233
BFGS:    4 11:16:42     -382.576111        1.525299
BFGS:    5 11:16:42     -383.289185        1.515313
BFGS:    6 11:16:42     -384.783142        1.356516
BFGS:    7 11:16:43     -385.466858        1.710693
BFGS:    8 11:16:43     -385.964478        1.479812
BFGS:    9 11:16:43     -386.964752        1.145203
BFGS:   10 11:16:43     -387.740723        1.011209
BFGS:   11 11:16:43     -388.213379        0.950598
BFGS:   12 11:16:43     -388.515778        1.241977
BFGS:   13 11:16:43     -388.981995        1.152722
BFGS:   14 11:16:43     -389.296021        0.771676
BFGS:   15 11:16:43     -389.570923        0.504013
BFGS:   16 11:16:43     -389.702606        0.526026
BFGS:   17 11:16:43     -389.815887        0.544262
BFGS:   18 11:16:43     -389.916748        0.334982
BFGS:   19 11:16:43     -389.972870        0.325387
BFGS:   20 11:16:44     -390.008850        0.336714
BFGS:   21 11:16:44     -390.049225        0.353452
BFGS:   22 11:16:44     -390.091919        0.213041
BFGS:   23 11:16:44     -390.121307        0.202970
BFGS:   24 11:16:44     -390.145050        0.191453
BFGS:   25 11:16:44     -390.162354        0.233471
BFGS:   26 11:16:44     -390.186035        0.208131
BFGS:   27 11:16:44     -390.209137        0.180814
BFGS:   28 11:16:44     -390.228241        0.165726
BFGS:   29 11:16:44     -390.243713        0.215523
BFGS:   30 11:16:44     -390.265137        0.269804
BFGS:   31 11:16:44     -390.292969        0.235758
BFGS:   32 11:16:45     -390.320374        0.176713
BFGS:   33 11:16:45     -390.346466        0.206438
BFGS:   34 11:16:45     -390.374878        0.298124
BFGS:   35 11:16:45     -390.407654        0.338416
BFGS:   36 11:16:45     -390.455963        0.296542
BFGS:   37 11:16:45     -390.505096        0.299878
BFGS:   38 11:16:45     -390.554504        0.336419
BFGS:   39 11:16:45     -390.602417        0.401798
BFGS:   40 11:16:45     -390.668579        0.445901
BFGS:   41 11:16:45     -390.737579        0.344118
BFGS:   42 11:16:45     -390.784119        0.290641
BFGS:   43 11:16:46     -390.822205        0.266393
BFGS:   44 11:16:46     -390.851257        0.253822
BFGS:   45 11:16:46     -390.882080        0.234245
BFGS:   46 11:16:46     -390.911652        0.170335
BFGS:   47 11:16:46     -390.928986        0.192212
BFGS:   48 11:16:46     -390.944183        0.165062
BFGS:   49 11:16:46     -390.958832        0.180140
BFGS:   50 11:16:46     -390.973541        0.172272
BFGS:   51 11:16:46     -390.981750        0.113875
BFGS:   52 11:16:46     -390.986603        0.113137
BFGS:   53 11:16:46     -390.991577        0.092860
BFGS:   54 11:16:47     -390.996857        0.122398
BFGS:   55 11:16:47     -391.001282        0.113161
BFGS:   56 11:16:47     -391.004700        0.088802
BFGS:   57 11:16:47     -391.007446        0.079619
BFGS:   58 11:16:47     -391.010559        0.069918
BFGS:   59 11:16:47     -391.013367        0.073411
BFGS:   60 11:16:47     -391.015381        0.064120
BFGS:   61 11:16:47     -391.017120        0.058370
BFGS:   62 11:16:47     -391.018524        0.058279
BFGS:   63 11:16:47     -391.020264        0.061062
BFGS:   64 11:16:47     -391.021423        0.059607
BFGS:   65 11:16:48     -391.022217        0.053323
BFGS:   66 11:16:48     -391.023010        0.048771
      Step     Time          Energy          fmax
BFGS:    0 11:16:48     -329.982849        1.819862
BFGS:    1 11:16:48     -330.584991        1.760252
BFGS:    2 11:16:48     -333.967346        1.305186
BFGS:    3 11:16:48     -334.553650        2.997061
BFGS:    4 11:16:48     -335.140381        1.731858
BFGS:    5 11:16:48     -335.613861        1.344978
BFGS:    6 11:16:48     -337.013672        0.821604
BFGS:    7 11:16:48     -337.392944        0.695530
BFGS:    8 11:16:48     -337.526703        0.642249
BFGS:    9 11:16:48     -338.233093        0.567694
BFGS:   10 11:16:49     -338.395630        0.719107
BFGS:   11 11:16:49     -338.549408        0.681370
BFGS:   12 11:16:49     -338.786316        0.512797
BFGS:   13 11:16:49     -338.977448        0.458355
BFGS:   14 11:16:49     -339.105835        0.547368
BFGS:   15 11:16:49     -339.164856        0.511898
BFGS:   16 11:16:49     -339.245361        0.343275
BFGS:   17 11:16:49     -339.306396        0.353230
BFGS:   18 11:16:49     -339.360107        0.322246
BFGS:   19 11:16:49     -339.395691        0.349504
BFGS:   20 11:16:49     -339.433075        0.321349
BFGS:   21 11:16:49     -339.474731        0.258065
BFGS:   22 11:16:49     -339.507477        0.292675
BFGS:   23 11:16:50     -339.527435        0.299155
BFGS:   24 11:16:50     -339.545715        0.265370
BFGS:   25 11:16:50     -339.565796        0.202203
BFGS:   26 11:16:50     -339.585510        0.218180
BFGS:   27 11:16:50     -339.601440        0.175635
BFGS:   28 11:16:50     -339.613647        0.176160
BFGS:   29 11:16:50     -339.628784        0.188958
BFGS:   30 11:16:50     -339.649475        0.178492
BFGS:   31 11:16:50     -339.671967        0.238483
BFGS:   32 11:16:50     -339.692535        0.246440
BFGS:   33 11:16:50     -339.713318        0.316239
BFGS:   34 11:16:50     -339.747925        0.350520
BFGS:   35 11:16:51     -339.788116        0.295353
BFGS:   36 11:16:51     -339.834900        0.298508
BFGS:   37 11:16:51     -339.875732        0.269642
BFGS:   38 11:16:51     -339.929352        0.288513
BFGS:   39 11:16:51     -339.984009        0.387814
BFGS:   40 11:16:51     -340.058777        0.362338
BFGS:   41 11:16:51     -340.134033        0.344847
BFGS:   42 11:16:51     -340.197662        0.330774
BFGS:   43 11:16:51     -340.251831        0.395709
BFGS:   44 11:16:51     -340.312958        0.450124
BFGS:   45 11:16:51     -340.372620        0.343846
BFGS:   46 11:16:51     -340.414551        0.256259
BFGS:   47 11:16:51     -340.439880        0.225638
BFGS:   48 11:16:52     -340.460571        0.213211
BFGS:   49 11:16:52     -340.485840        0.169899
BFGS:   50 11:16:52     -340.520050        0.141893
BFGS:   51 11:16:52     -340.530853        0.132874
BFGS:   52 11:16:52     -340.539856        0.125802
BFGS:   53 11:16:52     -340.550873        0.109119
BFGS:   54 11:16:52     -340.563721        0.132731
BFGS:   55 11:16:52     -340.573151        0.109689
BFGS:   56 11:16:52     -340.578552        0.079282
BFGS:   57 11:16:52     -340.583282        0.089176
BFGS:   58 11:16:52     -340.588562        0.091982
BFGS:   59 11:16:52     -340.595764        0.098609
BFGS:   60 11:16:52     -340.600769        0.103073
BFGS:   61 11:16:53     -340.604370        0.099942
BFGS:   62 11:16:53     -340.608490        0.092593
BFGS:   63 11:16:53     -340.615417        0.087938
BFGS:   64 11:16:53     -340.622437        0.096988
BFGS:   65 11:16:53     -340.628784        0.097640
BFGS:   66 11:16:53     -340.634491        0.101750
BFGS:   67 11:16:53     -340.642456        0.128348
BFGS:   68 11:16:53     -340.655212        0.176391
BFGS:   69 11:16:53     -340.666840        0.177160
BFGS:   70 11:16:53     -340.679321        0.142564
BFGS:   71 11:16:53     -340.691833        0.166259
BFGS:   72 11:16:53     -340.708374        0.240841
BFGS:   73 11:16:54     -340.722717        0.295771
BFGS:   74 11:16:54     -340.742035        0.237685
BFGS:   75 11:16:54     -340.769043        0.155357
BFGS:   76 11:16:54     -340.781677        0.145256
BFGS:   77 11:16:54     -340.798157        0.169314
BFGS:   78 11:16:54     -340.817657        0.213544
BFGS:   79 11:16:54     -340.839813        0.200208
BFGS:   80 11:16:54     -340.865936        0.199758
BFGS:   81 11:16:54     -340.886597        0.197232
BFGS:   82 11:16:54     -340.920593        0.238081
BFGS:   83 11:16:54     -340.989349        0.332227
BFGS:   84 11:16:54     -341.048615        0.359790
BFGS:   85 11:16:55     -341.095856        0.410134
BFGS:   86 11:16:55     -341.148834        0.337555
BFGS:   87 11:16:55     -341.187134        0.242769
BFGS:   88 11:16:55     -341.230682        0.243206
BFGS:   89 11:16:55     -341.289490        0.214419
BFGS:   90 11:16:55     -341.320496        0.203294
BFGS:   91 11:16:55     -341.346008        0.174496
BFGS:   92 11:16:55     -341.365204        0.177368
BFGS:   93 11:16:55     -341.396515        0.165344
BFGS:   94 11:16:55     -341.422241        0.181988
BFGS:   95 11:16:55     -341.436920        0.167390
BFGS:   96 11:16:55     -341.449005        0.124472
BFGS:   97 11:16:56     -341.460205        0.140915
BFGS:   98 11:16:56     -341.474670        0.157533
BFGS:   99 11:16:56     -341.487000        0.117699
BFGS:  100 11:16:56     -341.494965        0.100217
BFGS:  101 11:16:56     -341.500977        0.101398
BFGS:  102 11:16:56     -341.508728        0.100738
BFGS:  103 11:16:56     -341.516327        0.111885
BFGS:  104 11:16:56     -341.522736        0.086567
BFGS:  105 11:16:56     -341.526978        0.076632
BFGS:  106 11:16:56     -341.530121        0.072691
BFGS:  107 11:16:56     -341.535339        0.079514
BFGS:  108 11:16:56     -341.541901        0.080408
BFGS:  109 11:16:56     -341.547363        0.093956
BFGS:  110 11:16:57     -341.551849        0.082387
BFGS:  111 11:16:57     -341.556488        0.072954
BFGS:  112 11:16:57     -341.561981        0.088433
BFGS:  113 11:16:57     -341.568542        0.110137
BFGS:  114 11:16:57     -341.574738        0.122787
BFGS:  115 11:16:57     -341.579437        0.093450
BFGS:  116 11:16:57     -341.584686        0.079770
BFGS:  117 11:16:57     -341.592743        0.081092
BFGS:  118 11:16:57     -341.598877        0.093277
BFGS:  119 11:16:57     -341.603760        0.095729
BFGS:  120 11:16:57     -341.606506        0.084225
BFGS:  121 11:16:57     -341.610840        0.083924
BFGS:  122 11:16:58     -341.616333        0.072225
BFGS:  123 11:16:58     -341.621490        0.076695
BFGS:  124 11:16:58     -341.625641        0.061786
BFGS:  125 11:16:58     -341.629456        0.064889
BFGS:  126 11:16:58     -341.633820        0.075363
BFGS:  127 11:16:58     -341.641541        0.088550
BFGS:  128 11:16:58     -341.650085        0.107116
BFGS:  129 11:16:58     -341.656097        0.078387
BFGS:  130 11:16:58     -341.660767        0.073967
BFGS:  131 11:16:58     -341.665344        0.075224
BFGS:  132 11:16:58     -341.673523        0.102416
BFGS:  133 11:16:58     -341.681702        0.100585
BFGS:  134 11:16:59     -341.686401        0.092927
BFGS:  135 11:16:59     -341.690857        0.081441
BFGS:  136 11:16:59     -341.695435        0.078402
BFGS:  137 11:16:59     -341.705658        0.125779
BFGS:  138 11:16:59     -341.715820        0.126593
BFGS:  139 11:16:59     -341.724487        0.107848
BFGS:  140 11:16:59     -341.732758        0.108880
BFGS:  141 11:16:59     -341.742676        0.139773
BFGS:  142 11:16:59     -341.764893        0.241615
BFGS:  143 11:16:59     -341.788239        0.310177
BFGS:  144 11:16:59     -341.830200        0.370040
BFGS:  145 11:16:59     -341.860474        0.324324
BFGS:  146 11:16:59     -341.893433        0.261493
BFGS:  147 11:16:59     -341.930023        0.234450
BFGS:  148 11:17:00     -341.974091        0.241045
BFGS:  149 11:17:00     -342.061157        0.358362
BFGS:  150 11:17:00     -342.130859        0.320905
BFGS:  151 11:17:00     -342.190979        0.290972
BFGS:  152 11:17:00     -342.236877        0.333019
BFGS:  153 11:17:00     -342.281433        0.266094
BFGS:  154 11:17:00     -342.381531        0.235362
BFGS:  155 11:17:00     -342.410950        0.251468
BFGS:  156 11:17:00     -342.434143        0.170491
BFGS:  157 11:17:00     -342.450012        0.133322
BFGS:  158 11:17:00     -342.470154        0.134869
BFGS:  159 11:17:00     -342.494354        0.180060
BFGS:  160 11:17:00     -342.509033        0.195073
BFGS:  161 11:17:01     -342.521362        0.179892
BFGS:  162 11:17:01     -342.532074        0.127430
BFGS:  163 11:17:01     -342.545197        0.111059
BFGS:  164 11:17:01     -342.555847        0.156600
BFGS:  165 11:17:01     -342.565186        0.196686
BFGS:  166 11:17:01     -342.573425        0.185776
BFGS:  167 11:17:01     -342.584412        0.128886
BFGS:  168 11:17:01     -342.597839        0.129986
BFGS:  169 11:17:01     -342.609314        0.186595
BFGS:  170 11:17:01     -342.622894        0.216764
BFGS:  171 11:17:01     -342.635071        0.179779
BFGS:  172 11:17:01     -342.651367        0.168420
BFGS:  173 11:17:02     -342.670715        0.196474
BFGS:  174 11:17:02     -342.688934        0.183445
BFGS:  175 11:17:02     -342.701813        0.209065
BFGS:  176 11:17:02     -342.719116        0.200874
BFGS:  177 11:17:02     -342.737823        0.169016
BFGS:  178 11:17:02     -342.754700        0.160340
BFGS:  179 11:17:02     -342.772125        0.125642
BFGS:  180 11:17:02     -342.783020        0.157052
BFGS:  181 11:17:02     -342.790497        0.129144
BFGS:  182 11:17:02     -342.809601        0.094136
BFGS:  183 11:17:02     -342.823059        0.095413
BFGS:  184 11:17:02     -342.832886        0.104836
BFGS:  185 11:17:03     -342.838684        0.108159
BFGS:  186 11:17:03     -342.845703        0.111031
BFGS:  187 11:17:03     -342.860107        0.091984
BFGS:  188 11:17:03     -342.870361        0.104814
BFGS:  189 11:17:03     -342.877533        0.108415
BFGS:  190 11:17:03     -342.881287        0.088028
BFGS:  191 11:17:03     -342.884827        0.066878
BFGS:  192 11:17:03     -342.889008        0.060848
BFGS:  193 11:17:03     -342.893158        0.061191
BFGS:  194 11:17:03     -342.895874        0.067715
BFGS:  195 11:17:03     -342.897858        0.068120
BFGS:  196 11:17:03     -342.899841        0.061495
BFGS:  197 11:17:04     -342.902496        0.055884
BFGS:  198 11:17:04     -342.905823        0.062041
BFGS:  199 11:17:04     -342.907959        0.049716
      Step     Time          Energy          fmax
BFGS:    0 11:17:04     -353.506012        2.488267
BFGS:    1 11:17:04     -354.432495        2.457478
BFGS:    2 11:17:04     -358.882874        2.223431
BFGS:    3 11:17:04     -361.469910        1.844506
BFGS:    4 11:17:04     -362.126129        2.699920
BFGS:    5 11:17:04     -363.150391        2.446756
BFGS:    6 11:17:04     -364.919159        1.787744
BFGS:    7 11:17:04     -366.337952        1.646495
BFGS:    8 11:17:04     -367.467041        1.665485
BFGS:    9 11:17:04     -368.337646        1.407363
BFGS:   10 11:17:05     -369.026428        1.673195
BFGS:   11 11:17:05     -369.769135        1.540469
BFGS:   12 11:17:05     -370.604675        1.199607
BFGS:   13 11:17:05     -371.419159        0.935865
BFGS:   14 11:17:05     -371.822174        1.130124
BFGS:   15 11:17:05     -372.221985        1.399853
BFGS:   16 11:17:05     -372.719727        1.370188
BFGS:   17 11:17:05     -373.083130        0.805651
BFGS:   18 11:17:05     -373.283661        0.441759
BFGS:   19 11:17:05     -373.349365        0.408184
BFGS:   20 11:17:05     -373.435760        0.366908
BFGS:   21 11:17:06     -373.512573        0.362282
BFGS:   22 11:17:06     -373.554077        0.285735
BFGS:   23 11:17:06     -373.574738        0.211970
BFGS:   24 11:17:06     -373.594574        0.244694
BFGS:   25 11:17:06     -373.617554        0.237686
BFGS:   26 11:17:06     -373.637756        0.251979
BFGS:   27 11:17:06     -373.653900        0.202722
BFGS:   28 11:17:06     -373.667999        0.178612
BFGS:   29 11:17:06     -373.686188        0.225663
BFGS:   30 11:17:06     -373.705322        0.251781
BFGS:   31 11:17:06     -373.723236        0.198350
BFGS:   32 11:17:06     -373.738281        0.184289
BFGS:   33 11:17:07     -373.757050        0.183505
BFGS:   34 11:17:07     -373.773590        0.170042
BFGS:   35 11:17:07     -373.792755        0.260291
BFGS:   36 11:17:07     -373.809265        0.270865
BFGS:   37 11:17:07     -373.838562        0.267575
BFGS:   38 11:17:07     -373.869629        0.274550
BFGS:   39 11:17:07     -373.909882        0.264802
BFGS:   40 11:17:07     -373.946869        0.261798
BFGS:   41 11:17:07     -373.980560        0.331983
BFGS:   42 11:17:07     -374.023926        0.391395
BFGS:   43 11:17:07     -374.082306        0.374215
BFGS:   44 11:17:07     -374.140839        0.379971
BFGS:   45 11:17:08     -374.195190        0.355451
BFGS:   46 11:17:08     -374.246063        0.298659
BFGS:   47 11:17:08     -374.289368        0.293207
BFGS:   48 11:17:08     -374.331940        0.308940
BFGS:   49 11:17:08     -374.374481        0.319448
BFGS:   50 11:17:08     -374.423370        0.269395
BFGS:   51 11:17:08     -374.462311        0.271803
BFGS:   52 11:17:08     -374.493439        0.210587
BFGS:   53 11:17:08     -374.513550        0.203134
BFGS:   54 11:17:08     -374.537384        0.183907
BFGS:   55 11:17:08     -374.553101        0.163313
BFGS:   56 11:17:09     -374.565155        0.147451
BFGS:   57 11:17:09     -374.572327        0.149235
BFGS:   58 11:17:09     -374.579773        0.155474
BFGS:   59 11:17:09     -374.586456        0.128233
BFGS:   60 11:17:09     -374.593750        0.110542
BFGS:   61 11:17:09     -374.598389        0.100316
BFGS:   62 11:17:09     -374.603149        0.093545
BFGS:   63 11:17:09     -374.608154        0.102528
BFGS:   64 11:17:09     -374.614868        0.109809
BFGS:   65 11:17:09     -374.619812        0.115890
BFGS:   66 11:17:09     -374.625275        0.122650
BFGS:   67 11:17:09     -374.630829        0.109910
BFGS:   68 11:17:10     -374.639587        0.134261
BFGS:   69 11:17:10     -374.653900        0.167352
BFGS:   70 11:17:10     -374.665924        0.174976
BFGS:   71 11:17:10     -374.678650        0.164221
BFGS:   72 11:17:10     -374.700470        0.223841
BFGS:   73 11:17:10     -374.725159        0.240330
BFGS:   74 11:17:10     -374.752502        0.313696
BFGS:   75 11:17:10     -374.778564        0.236357
BFGS:   76 11:17:10     -374.804840        0.236522
BFGS:   77 11:17:10     -374.830078        0.235294
BFGS:   78 11:17:10     -374.846252        0.156529
BFGS:   79 11:17:11     -374.871826        0.146073
BFGS:   80 11:17:11     -374.880157        0.142217
BFGS:   81 11:17:11     -374.888062        0.129441
BFGS:   82 11:17:11     -374.902130        0.111741
BFGS:   83 11:17:11     -374.917358        0.131470
BFGS:   84 11:17:11     -374.928162        0.117348
BFGS:   85 11:17:11     -374.935547        0.108866
BFGS:   86 11:17:11     -374.944458        0.122409
BFGS:   87 11:17:11     -374.954254        0.135892
BFGS:   88 11:17:11     -374.964935        0.130228
BFGS:   89 11:17:11     -374.974365        0.125393
BFGS:   90 11:17:11     -374.981689        0.155393
BFGS:   91 11:17:12     -374.992157        0.155572
BFGS:   92 11:17:12     -375.004028        0.122469
BFGS:   93 11:17:12     -375.017426        0.144129
BFGS:   94 11:17:12     -375.027222        0.164822
BFGS:   95 11:17:12     -375.042358        0.204323
BFGS:   96 11:17:12     -375.056702        0.176107
BFGS:   97 11:17:12     -375.074310        0.204456
BFGS:   98 11:17:12     -375.085236        0.175822
BFGS:   99 11:17:12     -375.096405        0.166443
BFGS:  100 11:17:12     -375.119202        0.188433
BFGS:  101 11:17:12     -375.137482        0.305405
BFGS:  102 11:17:13     -375.153870        0.249846
BFGS:  103 11:17:13     -375.181641        0.192112
BFGS:  104 11:17:13     -375.198547        0.172499
BFGS:  105 11:17:13     -375.229156        0.197838
BFGS:  106 11:17:13     -375.251770        0.199064
BFGS:  107 11:17:13     -375.266907        0.178309
BFGS:  108 11:17:13     -375.278381        0.149120
BFGS:  109 11:17:13     -375.288788        0.153535
BFGS:  110 11:17:13     -375.301819        0.132610
BFGS:  111 11:17:13     -375.313293        0.124888
BFGS:  112 11:17:13     -375.318176        0.120172
BFGS:  113 11:17:13     -375.325195        0.109177
BFGS:  114 11:17:14     -375.331696        0.119734
BFGS:  115 11:17:14     -375.338318        0.100740
BFGS:  116 11:17:14     -375.342651        0.074256
BFGS:  117 11:17:14     -375.346436        0.073244
BFGS:  118 11:17:14     -375.350830        0.078068
BFGS:  119 11:17:14     -375.356140        0.097196
BFGS:  120 11:17:14     -375.360352        0.081923
BFGS:  121 11:17:14     -375.366791        0.089403
BFGS:  122 11:17:14     -375.369568        0.069965
BFGS:  123 11:17:14     -375.373657        0.078182
BFGS:  124 11:17:14     -375.378052        0.077607
BFGS:  125 11:17:15     -375.381317        0.085838
BFGS:  126 11:17:15     -375.384216        0.089391
BFGS:  127 11:17:15     -375.386932        0.081956
BFGS:  128 11:17:15     -375.389282        0.079928
BFGS:  129 11:17:15     -375.392456        0.060335
BFGS:  130 11:17:15     -375.395142        0.073587
BFGS:  131 11:17:15     -375.397858        0.065825
BFGS:  132 11:17:15     -375.400604        0.056103
BFGS:  133 11:17:15     -375.403198        0.065361
BFGS:  134 11:17:15     -375.405914        0.063915
BFGS:  135 11:17:15     -375.409180        0.071039
BFGS:  136 11:17:15     -375.411591        0.064823
BFGS:  137 11:17:16     -375.415405        0.074459
BFGS:  138 11:17:16     -375.417542        0.074575
BFGS:  139 11:17:16     -375.420532        0.068071
BFGS:  140 11:17:16     -375.423279        0.056775
BFGS:  141 11:17:16     -375.425873        0.058122
BFGS:  142 11:17:16     -375.427826        0.048574
      Step     Time          Energy          fmax
BFGS:    0 11:17:16     -355.383209        2.337546
BFGS:    1 11:17:16     -356.308350        2.274693
BFGS:    2 11:17:16     -360.752899        1.678022
BFGS:    3 11:17:16     -362.013550        3.263955
BFGS:    4 11:17:16     -362.626160        1.555638
BFGS:    5 11:17:16     -363.367401        1.321335
BFGS:    6 11:17:17     -364.871094        1.120338
BFGS:    7 11:17:17     -365.411316        1.488261
BFGS:    8 11:17:17     -365.854858        1.187477
BFGS:    9 11:17:17     -366.913788        0.932159
BFGS:   10 11:17:17     -367.483459        1.047037
BFGS:   11 11:17:17     -367.686615        0.929565
BFGS:   12 11:17:17     -368.038483        0.635621
BFGS:   13 11:17:17     -368.303528        0.702775
