========= Job started  at Wed Mar 25 11:16:22 CET 2026 ==========
My jobid: 4586713
My array id: 3
cuequivariance or cuequivariance_torch is not available. Cuequivariance acceleration will be disabled.
['Ni', 'Cu', 'Rh', 'Ir', 'Pd']
CHGNet v0.3.0 initialized with 412,525 parameters
CHGNet will run on cuda
      Step     Time          Energy          fmax
BFGS:  110 11:16:57     -423.718597        0.074488
BFGS:  111 11:16:58     -423.720917        0.048499
      Step     Time          Energy          fmax
BFGS:    0 11:16:58     -398.245789        3.122373
BFGS:    1 11:16:58     -399.319794        3.093615
BFGS:    2 11:16:58     -403.790649        2.915572
BFGS:    3 11:16:58     -407.510437        2.653037
BFGS:    4 11:16:58     -410.173584        2.323351
BFGS:    5 11:16:58     -411.897736        2.859737
BFGS:    6 11:16:58     -413.256744        3.049180
BFGS:    7 11:16:58     -414.641663        2.572965
BFGS:    8 11:16:58     -416.063599        1.915734
BFGS:    9 11:16:58     -417.453339        1.568424
BFGS:   10 11:16:58     -418.735718        1.516123
BFGS:   11 11:16:58     -419.583923        1.614314
BFGS:   12 11:16:59     -420.442291        1.152477
BFGS:   13 11:16:59     -421.226532        1.148864
BFGS:   14 11:16:59     -422.083771        1.057435
BFGS:   15 11:16:59     -422.880493        1.441873
BFGS:   16 11:16:59     -423.579224        1.789434
BFGS:   17 11:16:59     -424.202179        1.548370
BFGS:   18 11:16:59     -424.811859        0.894486
BFGS:   19 11:16:59     -425.206909        0.618709
BFGS:   20 11:16:59     -425.437012        0.839131
BFGS:   21 11:16:59     -425.603577        0.768687
BFGS:   22 11:16:59     -425.768036        0.500462
BFGS:   23 11:16:59     -425.881653        0.409380
BFGS:   24 11:16:59     -425.961853        0.381621
BFGS:   25 11:17:00     -426.046387        0.339250
BFGS:   26 11:17:00     -426.136810        0.373671
BFGS:   27 11:17:00     -426.217682        0.327777
BFGS:   28 11:17:00     -426.272278        0.353115
BFGS:   29 11:17:00     -426.325470        0.395186
BFGS:   30 11:17:00     -426.376007        0.338136
BFGS:   31 11:17:00     -426.442383        0.328540
BFGS:   32 11:17:00     -426.490173        0.353908
BFGS:   33 11:17:00     -426.535339        0.251359
BFGS:   34 11:17:00     -426.581207        0.318348
BFGS:   35 11:17:00     -426.636688        0.272986
BFGS:   36 11:17:00     -426.696564        0.363684
BFGS:   37 11:17:00     -426.745514        0.303524
BFGS:   38 11:17:01     -426.786713        0.278265
BFGS:   39 11:17:01     -426.846771        0.336457
BFGS:   40 11:17:01     -426.938690        0.317072
BFGS:   41 11:17:01     -427.029572        0.349015
BFGS:   42 11:17:01     -427.115204        0.339700
BFGS:   43 11:17:01     -427.196838        0.427113
BFGS:   44 11:17:01     -427.283783        0.491185
BFGS:   45 11:17:01     -427.385681        0.473270
BFGS:   46 11:17:01     -427.489990        0.394306
BFGS:   47 11:17:01     -427.600403        0.468378
BFGS:   48 11:17:01     -427.682983        0.418579
BFGS:   49 11:17:01     -427.782898        0.442759
BFGS:   50 11:17:02     -427.877960        0.383165
BFGS:   51 11:17:02     -427.961426        0.344747
BFGS:   52 11:17:02     -428.017944        0.359828
BFGS:   53 11:17:02     -428.056091        0.243988
BFGS:   54 11:17:02     -428.089447        0.222447
BFGS:   55 11:17:02     -428.127228        0.229359
BFGS:   56 11:17:02     -428.161835        0.268935
BFGS:   57 11:17:02     -428.183258        0.232776
BFGS:   58 11:17:02     -428.197327        0.137397
BFGS:   59 11:17:02     -428.209625        0.109124
BFGS:   60 11:17:02     -428.220154        0.115480
BFGS:   61 11:17:02     -428.227417        0.121473
BFGS:   62 11:17:03     -428.232574        0.106293
BFGS:   63 11:17:03     -428.239746        0.082918
BFGS:   64 11:17:03     -428.246582        0.082017
BFGS:   65 11:17:03     -428.252441        0.083859
BFGS:   66 11:17:03     -428.256287        0.075963
BFGS:   67 11:17:03     -428.259491        0.062541
BFGS:   68 11:17:03     -428.263245        0.057761
BFGS:   69 11:17:03     -428.266602        0.064912
BFGS:   70 11:17:03     -428.269562        0.076106
BFGS:   71 11:17:03     -428.272369        0.078847
BFGS:   72 11:17:03     -428.276184        0.068535
BFGS:   73 11:17:03     -428.280640        0.074995
BFGS:   74 11:17:04     -428.284668        0.071963
BFGS:   75 11:17:04     -428.287445        0.058864
BFGS:   76 11:17:04     -428.289551        0.054842
BFGS:   77 11:17:04     -428.292969        0.067156
BFGS:   78 11:17:04     -428.296478        0.073501
BFGS:   79 11:17:04     -428.298706        0.054563
BFGS:   80 11:17:04     -428.300995        0.058403
BFGS:   81 11:17:04     -428.302765        0.058256
BFGS:   82 11:17:04     -428.305756        0.062611
BFGS:   83 11:17:04     -428.307861        0.047338
      Step     Time          Energy          fmax
BFGS:    0 11:17:04     -387.525208        3.116349
BFGS:    1 11:17:04     -388.563873        3.092568
BFGS:    2 11:17:04     -392.888367        2.934252
BFGS:    3 11:17:05     -396.442139        2.707366
BFGS:    4 11:17:05     -398.942139        2.413067
BFGS:    5 11:17:05     -400.530396        2.615499
BFGS:    6 11:17:05     -401.827240        2.759472
BFGS:    7 11:17:05     -403.234283        2.433730
BFGS:    8 11:17:05     -404.772705        2.440785
BFGS:    9 11:17:05     -406.392273        2.332321
BFGS:   10 11:17:05     -407.992950        2.128817
BFGS:   11 11:17:05     -409.521088        1.941539
BFGS:   12 11:17:05     -410.929749        1.769813
BFGS:   13 11:17:05     -412.217194        1.943762
BFGS:   14 11:17:05     -413.366516        2.025526
BFGS:   15 11:17:05     -414.447601        1.937116
BFGS:   16 11:17:06     -415.461151        1.721045
BFGS:   17 11:17:06     -416.431854        1.569738
BFGS:   18 11:17:06     -417.367371        1.331459
BFGS:   19 11:17:06     -418.235840        0.901124
BFGS:   20 11:17:06     -418.637238        0.780032
BFGS:   21 11:17:06     -418.930847        0.757403
BFGS:   22 11:17:06     -419.150757        0.634936
BFGS:   23 11:17:06     -419.294495        0.385660
BFGS:   24 11:17:06     -419.388031        0.341699
BFGS:   25 11:17:06     -419.440186        0.379422
BFGS:   26 11:17:06     -419.489532        0.332758
BFGS:   27 11:17:06     -419.534271        0.314281
BFGS:   28 11:17:06     -419.573853        0.296218
BFGS:   29 11:17:07     -419.600403        0.270046
BFGS:   30 11:17:07     -419.628021        0.242384
BFGS:   31 11:17:07     -419.662262        0.223812
BFGS:   32 11:17:07     -419.702728        0.264656
BFGS:   33 11:17:07     -419.739319        0.237270
BFGS:   34 11:17:07     -419.772980        0.243325
BFGS:   35 11:17:07     -419.811188        0.266603
BFGS:   36 11:17:07     -419.873596        0.282915
BFGS:   37 11:17:07     -419.942841        0.308081
BFGS:   38 11:17:07     -420.007568        0.392182
BFGS:   39 11:17:07     -420.069824        0.437302
BFGS:   40 11:17:08     -420.160828        0.371423
BFGS:   41 11:17:08     -420.253448        0.328427
BFGS:   42 11:17:08     -420.341370        0.330048
BFGS:   43 11:17:08     -420.433868        0.342671
BFGS:   44 11:17:08     -420.517548        0.349961
BFGS:   45 11:17:08     -420.599365        0.316898
BFGS:   46 11:17:08     -420.690887        0.280635
BFGS:   47 11:17:08     -420.793732        0.328694
BFGS:   48 11:17:08     -420.866730        0.401868
BFGS:   49 11:17:08     -420.921814        0.328227
BFGS:   50 11:17:08     -420.990021        0.312886
BFGS:   51 11:17:09     -421.059998        0.299288
BFGS:   52 11:17:09     -421.119965        0.270049
BFGS:   53 11:17:09     -421.155396        0.217618
BFGS:   54 11:17:09     -421.180908        0.165559
BFGS:   55 11:17:09     -421.206696        0.153594
BFGS:   56 11:17:09     -421.230347        0.149185
BFGS:   57 11:17:09     -421.243256        0.166351
BFGS:   58 11:17:09     -421.250549        0.124023
BFGS:   59 11:17:09     -421.256927        0.074159
BFGS:   60 11:17:09     -421.263336        0.076394
BFGS:   61 11:17:09     -421.267792        0.098420
BFGS:   62 11:17:10     -421.270691        0.082992
BFGS:   63 11:17:10     -421.273254        0.055696
BFGS:   64 11:17:10     -421.276184        0.057547
BFGS:   65 11:17:10     -421.278717        0.053164
BFGS:   66 11:17:10     -421.280426        0.055370
BFGS:   67 11:17:10     -421.281830        0.055144
BFGS:   68 11:17:10     -421.283661        0.049100
      Step     Time          Energy          fmax
BFGS:    0 11:17:10     -385.867523        2.772322
BFGS:    1 11:17:10     -386.743195        2.743549
BFGS:    2 11:17:10     -390.678589        2.545984
BFGS:    3 11:17:10     -393.606873        2.280612
BFGS:    4 11:17:10     -395.285400        1.939763
BFGS:    5 11:17:10     -396.382904        2.377730
BFGS:    6 11:17:11     -397.673737        2.590983
BFGS:    7 11:17:11     -399.178925        2.559257
BFGS:    8 11:17:11     -400.706299        2.270197
BFGS:    9 11:17:11     -402.119171        1.700126
BFGS:   10 11:17:11     -403.336304        1.484280
BFGS:   11 11:17:11     -404.349854        1.624971
BFGS:   12 11:17:11     -405.218597        1.500607
BFGS:   13 11:17:11     -406.015656        1.400406
BFGS:   14 11:17:11     -406.850281        1.299309
BFGS:   15 11:17:11     -407.629486        1.016172
BFGS:   16 11:17:11     -408.062897        1.088283
BFGS:   17 11:17:11     -408.436859        0.930001
BFGS:   18 11:17:11     -408.742767        0.631422
BFGS:   19 11:17:12     -408.957275        0.561680
BFGS:   20 11:17:12     -409.082520        0.414156
BFGS:   21 11:17:12     -409.146790        0.424633
BFGS:   22 11:17:12     -409.219879        0.368326
BFGS:   23 11:17:12     -409.285034        0.367102
BFGS:   24 11:17:12     -409.332886        0.298647
BFGS:   25 11:17:12     -409.364685        0.304111
BFGS:   26 11:17:12     -409.399384        0.278026
BFGS:   27 11:17:12     -409.431885        0.241643
BFGS:   28 11:17:12     -409.459534        0.201675
BFGS:   29 11:17:12     -409.479187        0.217202
BFGS:   30 11:17:12     -409.500641        0.251250
BFGS:   31 11:17:12     -409.530487        0.243136
BFGS:   32 11:17:13     -409.561890        0.240274
BFGS:   33 11:17:13     -409.593658        0.240144
BFGS:   34 11:17:13     -409.624481        0.285053
BFGS:   35 11:17:13     -409.667297        0.269882
BFGS:   36 11:17:13     -409.727448        0.339740
BFGS:   37 11:17:13     -409.804840        0.326449
BFGS:   38 11:17:13     -409.874695        0.321549
BFGS:   39 11:17:13     -409.938965        0.307676
BFGS:   40 11:17:13     -410.020691        0.367860
BFGS:   41 11:17:13     -410.115570        0.403800
BFGS:   42 11:17:13     -410.202057        0.386567
BFGS:   43 11:17:13     -410.278992        0.308577
BFGS:   44 11:17:13     -410.345062        0.322476
BFGS:   45 11:17:14     -410.394867        0.302367
BFGS:   46 11:17:14     -410.457886        0.259325
BFGS:   47 11:17:14     -410.516571        0.186084
BFGS:   48 11:17:14     -410.545074        0.182085
BFGS:   49 11:17:14     -410.562897        0.177129
BFGS:   50 11:17:14     -410.576202        0.140986
BFGS:   51 11:17:14     -410.594666        0.160993
BFGS:   52 11:17:14     -410.608063        0.122374
BFGS:   53 11:17:14     -410.614777        0.078679
BFGS:   54 11:17:14     -410.618134        0.072076
BFGS:   55 11:17:14     -410.622040        0.073851
BFGS:   56 11:17:14     -410.626343        0.067288
BFGS:   57 11:17:15     -410.629333        0.056288
BFGS:   58 11:17:15     -410.630859        0.046358
      Step     Time          Energy          fmax
BFGS:    0 11:17:15     -411.211334        3.214892
BFGS:    1 11:17:15     -412.507507        3.177411
BFGS:    2 11:17:15     -417.696167        2.968220
BFGS:    3 11:17:15     -421.318970        2.606665
BFGS:    4 11:17:15     -422.985596        3.048065
BFGS:    5 11:17:15     -424.705566        3.102142
BFGS:    6 11:17:15     -426.836670        2.530963
BFGS:    7 11:17:15     -428.712646        2.127663
BFGS:    8 11:17:15     -430.378235        2.012019
BFGS:    9 11:17:15     -431.770508        1.873487
BFGS:   10 11:17:15     -432.952026        1.834992
BFGS:   11 11:17:15     -434.003357        1.912065
BFGS:   12 11:17:16     -435.051941        1.799965
BFGS:   13 11:17:16     -436.088837        1.513003
BFGS:   14 11:17:16     -437.105682        1.494368
BFGS:   15 11:17:16     -438.070435        1.411584
BFGS:   16 11:17:16     -439.018677        1.326647
BFGS:   17 11:17:16     -439.851929        1.029743
BFGS:   18 11:17:16     -440.306305        0.911021
BFGS:   19 11:17:16     -440.568604        0.809791
BFGS:   20 11:17:16     -440.825104        0.546598
BFGS:   21 11:17:16     -440.968201        0.453511
BFGS:   22 11:17:16     -441.054962        0.392596
BFGS:   23 11:17:16     -441.115967        0.510374
BFGS:   24 11:17:17     -441.193665        0.496185
BFGS:   25 11:17:17     -441.265656        0.314158
BFGS:   26 11:17:17     -441.318054        0.265593
BFGS:   27 11:17:17     -441.351654        0.256917
BFGS:   28 11:17:17     -441.387146        0.285367
BFGS:   29 11:17:17     -441.439880        0.281616
BFGS:   30 11:17:17     -441.481567        0.310676
BFGS:   31 11:17:17     -441.508942        0.245852
BFGS:   32 11:17:17     -441.537292        0.222959
BFGS:   33 11:17:17     -441.568970        0.226271
BFGS:   34 11:17:17     -441.611115        0.262177
BFGS:   35 11:17:17     -441.650970        0.319268
BFGS:   36 11:17:18     -441.687073        0.330460
BFGS:   37 11:17:18     -441.722870        0.276242
BFGS:   38 11:17:18     -441.772522        0.315189
BFGS:   39 11:17:18     -441.833527        0.403167
BFGS:   40 11:17:18     -441.889618        0.371658
BFGS:   41 11:17:18     -441.934143        0.415383
BFGS:   42 11:17:18     -441.982544        0.399151
BFGS:   43 11:17:18     -442.048584        0.325684
BFGS:   44 11:17:18     -442.118134        0.375500
BFGS:   45 11:17:18     -442.184265        0.333850
BFGS:   46 11:17:18     -442.245270        0.391462
BFGS:   47 11:17:19     -442.308990        0.410825
BFGS:   48 11:17:19     -442.391968        0.297333
BFGS:   49 11:17:19     -442.454498        0.266613
BFGS:   50 11:17:19     -442.503601        0.243843
BFGS:   51 11:17:19     -442.552002        0.273866
BFGS:   52 11:17:19     -442.600708        0.292591
BFGS:   53 11:17:19     -442.661346        0.236187
BFGS:   54 11:17:19     -442.698425        0.198967
BFGS:   55 11:17:19     -442.720673        0.189980
BFGS:   56 11:17:19     -442.738007        0.194560
BFGS:   57 11:17:19     -442.759003        0.165246
BFGS:   58 11:17:20     -442.774567        0.157700
BFGS:   59 11:17:20     -442.784119        0.108279
BFGS:   60 11:17:20     -442.789459        0.095903
BFGS:   61 11:17:20     -442.795441        0.077684
BFGS:   62 11:17:20     -442.800629        0.082310
BFGS:   63 11:17:20     -442.803223        0.062553
BFGS:   64 11:17:20     -442.804749        0.054739
BFGS:   65 11:17:20     -442.806122        0.044217
      Step     Time          Energy          fmax
BFGS:    0 11:17:20     -384.693481        3.048399
BFGS:    1 11:17:20     -386.071198        3.023663
BFGS:    2 11:17:20     -391.920532        2.825272
BFGS:    3 11:17:20     -395.858856        2.447550
BFGS:    4 11:17:20     -397.571625        4.237383
BFGS:    5 11:17:21     -399.446045        3.522059
BFGS:    6 11:17:21     -401.902985        2.257323
BFGS:    7 11:17:21     -403.832947        2.050744
BFGS:    8 11:17:21     -405.317596        1.529918
BFGS:    9 11:17:21     -406.346191        2.434802
BFGS:   10 11:17:21     -407.403198        2.159626
BFGS:   11 11:17:21     -408.581360        1.981311
BFGS:   12 11:17:21     -409.659912        1.464317
BFGS:   13 11:17:21     -410.446564        1.435942
